text,intent
Can you check if Books is a category?,category_check
Add a Grants income category,income_category_add
Record ₹200 for taxi,add_expense
Who am I log in as?,profile_get_info
Commode you tell me all my budget sum of money?,budget_get_all
What ’ s my investment funds movement this yr?,investment_get_trend
Dress a new income for my visibility,profile_update_income
Appearance my expenses from two workweek ago,expense_get_by_date
Secernate me a trick,unknown
What ’ s my full budget for this month?,budget_get_total
What’s my budget for personal care?,budget_get
Tell pine tree state my investment returns,get_profit_loss
How much be my income plus economy?,profile_get_income_savings
Can you transfer my visibility public figure?,profile_update_name
Buns you update my income in my profile?,profile_update_income
Can you name my top investments?,investment_get_max
Can you exhibit my drug user pic?,get_profile_pic
Add an Alimony income class,income_category_add
Can you show my visibility photograph?,get_profile_pic
Recite me my profile ’ s punch value,profile_get_slug
Can you shew my ETF investing operation?,investment_get_performance
Add ₹ 200 for personal charge,expense_add
When be my utilities circular due?,bill_get_electricity_due
Solidification up a ₹ 250 budget for gift,budget_add
Tell me astir my expenses final week,get_weekly_expenses
Create a ₹ 700 insurance bill ascribable every quarter,bill_add
Can you show up my royalties income?,income_get_by_category
What ’ s my full unpaid bill amount?,bill_get_total
Can you display my user pic?,get_profile_pic
Can you show my paid bill history?,bill_get_paid
Can you show my mutual monetary fund investing drift?,investment_get_trend_by_category
Add ₹1000 electricity bill due tomorrow,bill_add
What ’ s my veridical land investment trend?,investment_get_trend_by_category
Nates you depict my income average?,income_get_average
Correspond if Material & Accessories is a category,category_check
Add five hundred for habiliment,add_expense
Is Rental Income a valid class?,income_category_check
What ’ s my full budget leaning?,budget_get_all
Tell me my big income amount,income_get_max
Set up a family for endowment,category_add
Distinguish me my bills ascribable in May,bill_get_upcoming
Display my biggest investing this year,investment_get_max
Which bills live due side by side?,get_upcoming_bills
How much was drop on dining?,get_food_expense
Tin you show my top net income investing?,investment_get_max_profit
Tell me my investing last month,investment_get_by_date
What bills coiffe I pay up this month?,bill_get_paid
What ’ s my total volunteer beak amount?,bill_get_total
List my income category delight,income_category_get_list
Place a ₹ thou budget for childcare,budget_add
What ’ s my tangible estate investment trend?,investment_get_trend_by_category
What ’ s my entire expenditure this month?,get_total_expenses
Comprise Angel Investing an investing class?,investment_category_check
Sack you record my expenditure trends?,expense_get_trend
Hindquarters Iodine apply Awards as an income category?,income_category_check
Create a Bonds investment funds class,investment_category_add
Is Confabulate a valid income class?,income_category_check
Secern me my remaining amusement budget,budget_check_remaining
Order me my food expenses,get_food_expense
Pot you show my economic rent expenses?,expense_get_by_category
Appearance my investments from net year,investment_get_by_date
Show my expenses from last workweek,expense_get_by_date
Band my internet bill as paid,bill_update_status
What’s the name associated with my user?,profile_get_info
Can you enjoin me all my budget amounts?,budget_get_all
List my budgets for all category,budget_get_all
Can you show my investments this twelvemonth?,investment_get_by_date
Show my rent disbursal trend,expense_get_trend_by_category
What are my income and nest egg?,get_income_savings
Appearance my budget set this week,budget_get_by_date
What ’ siemens my full earnings?,get_total_income
Can you show my healthcare budget?,budget_get
Add a Stipend income category,income_category_add
How much did I spend on groceries?,get_food_expense
Be Angel Indue an investment class?,investment_category_check
Add ₹ 2500 for bonuses,income_add
Add ₹750 for electricity,add_expense
Record book ₹ 700 for health care visit,expense_add
Can you render my paid utilities circular?,bill_get_paid
Tell pine tree state my largest investment sum,investment_get_max
Can you create an etf investment funds category?,investment_category_add
Map cable bill to a class,category_map
What ’ s my rental income last place week?,income_get_by_category_date
What represent my outlay last week?,get_weekly_expenses
Prat you show my income average?,income_get_average
Separate me my declamatory spending amount,expense_get_max
Can I upload a new visibility photo?,profile_update_image
Show my investments from last workweek,investment_get_by_date
Secernate me the case of investments One track,investment_category_get_list
Tell me my solid food spending this calendar month,get_food_expense
What ’ s the charge cycle for my weewee bill?,bill_get_cycle
Set improving an Awards income category,income_category_add
List my budget make this month,budget_get_by_date
Terminate you shew my income norm?,income_get_average
Set up a new name for my profile,profile_update_name
Can you create a Collectibles investment category?,investment_category_add
What ’ s my high expense this month?,expense_get_max
What ' s my electricity placard?,get_electricity_due
Inclination my expense types please,category_get_list
Countersink a new income for my visibility,profile_update_income
Be Speculation Capital an investment class?,investment_category_check
What are my investment family?,investment_category_get_list
Appearance my biggest disbursal this year,expense_get_max
Can you testify my investments?,get_investments
Tell me my subscriptions budget counterweight,budget_check_remaining
Sum up a shopping family please,category_add
Set a budget of ₹ five hundred for food,budget_add
Can Atomic number 53 use Childcare as a family?,category_check
Appearance my peaceful income,income_get_by_category
Can I apply Literal Estate as an investiture category?,investment_category_check
Show the streams of my salary,get_income_sources
Tell me my investments sum,investment_get_total
What ’ s the cycle for my railroad car loan peak?,bill_get_cycle
Tin you demo my rent disbursal this month?,expense_get_by_category_date
Can you show my budget for grocery?,budget_get
Minimal brain damage ₹ 750 for electricity,add_expense
Tail end you adorn ₹ 6500 in infrastructure?,investment_add
Display my monthly income sum up,income_get_total
Can you add ₹2500 to ETFs?,investment_add
When ’ s my electricity bill referable?,bill_get_electricity_due
Update my food budget to ₹ 600,budget_update
What income category can I use?,income_category_get_list
Set upwards a category for giving,category_add
Present me the replete list of categories,category_get_list
Add a Slope Confidence game income category,income_category_add
Add ₹ 5000 to crowdfunding,investment_add
What’s my top investment?,investment_get_max_profit
What ’ s my fair intellectual nourishment disbursal?,expense_get_average_by_category
Show bills imputable this hebdomad,bill_get_upcoming
Which category for a phone bill?,category_map
Potty you register my dividend income?,income_get_by_category
Be Food a valid category?,category_check
What are my income category choices?,income_category_get_list
Live there a grocery store budget define?,budget_check_exists
Show my expenses from terminal calendar week,expense_get_by_date
Log ₹400 for entertainment,add_expense
Tell maine my wanted metals investments,investment_get_by_category
Tilt my future bills,get_upcoming_bills
What’s my monthly income amount?,income_get_total
Add ₹600 for home repairs,expense_add
Appearance my bond investment funds,investment_get_by_category
Can you show my remuneration and savings?,profile_get_income_savings
My income seed please,get_income_sources
List all my expense categories,category_get_list
Tell maine my bond investment trends,investment_get_trend_by_category
Show my ETF investment trends,investment_get_trend_by_category
What ’ s my full budget inclination?,budget_get_all
List my unpaid rent flyer,bill_get_unpaid
Show my bail investments,investment_get_by_category
What’s due soon?,get_upcoming_bills
Show me the full list of investment categories,investment_category_get_list
Toilet you show my electricity due day of the month?,bill_get_electricity_due
What ’ s the category for investment income?,income_category_map
Single valued function precious metal to an investment category,investment_category_map
Arse you bring ₹ 1000 for dividends?,income_add
Check my insurance bill status,bill_check_status
Bestow a Mutual Funds investing category,investment_category_add
What ’ s my budget for snacks?,budget_get
Crapper you record my hedge fund losses?,investment_get_loss
What are my total expenses this month?,get_total_expenses
Can you show up my total bill defrayal?,bill_get_total
Appearance my complete budget summary,budget_get_all
Tell me about my disbursal concluding week,get_weekly_expenses
Show my biggest investiture this class,investment_get_max
Show my disbursal from last place year,expense_get_by_date
Tell me my wage and rescue breakdown,get_income_savings
Terminate Unity upload a new profile motion picture show?,profile_update_image
Can you show my investments this year?,investment_get_by_date
What income family constitute consulting?,income_category_map
What ’ s my saving in my profile?,profile_get_savings
What ' s my full income this month?,get_total_income
Show my well nigh profitable investing category,investment_get_max_profit
What’s my dining out spending this month?,expense_get_by_category_date
Can you summarize my income and rescue?,profile_get_income_savings
Modification my account photo please,profile_update_image
My total outlay this calendar month?,get_total_expenses
Add a class for home repairs,category_add
Bestow a ₹ 200 phone bill due in 10 24 hour interval,bill_add
Give the axe you show my spending norm?,expense_get_average
Phonograph record a ₹ 600 water bill imputable on Crataegus oxycantha 20,bill_add
Distinguish me my largest spending sum of money,expense_get_max
Heel my government note due soon,bill_get_upcoming
Appearance my commodities investing performance,investment_get_performance
What ’ s my placard total for English hawthorn?,bill_get_total
Show my total bills due this month,bill_get_total
What ’ s my investment history for Crataegus oxycantha?,investment_get_by_date
What ’ s my investing trend this twelvemonth?,investment_get_trend
What’s my pic?,get_profile_pic
What investment category equal collectibles?,investment_category_map
Determine a unexampled range of a function for my profile,profile_update_image
Tell maine my electric nib due date,bill_get_electricity_due
Displace you express my exchange traded fund profits?,investment_get_profit
Arse Ane upload a new profile flick?,profile_update_image
Puff up my profile picture,get_profile_pic
Give the sack I edit my visibility ’ s name?,profile_update_name
Show my biggest investing this twelvemonth,investment_get_max
Recount pine tree state my investment funds income this year,income_get_by_category_date
Tilt my income sources,get_income_sources
Tell maine my utilities spend this year,expense_get_by_category_date
Is my car loan posting pay?,bill_check_status
Electricity account details,get_electricity_due
Can you list every category Iodine dismiss use?,category_get_list
Number my investment gains and losses,get_profit_loss
Tell me my subscriptions budget libra,budget_check_remaining
Leaning all category for expenses,category_get_list
What income category is salary?,income_category_map
List my spending for the last week,get_weekly_expenses
Which bills are still ascribable?,bill_get_unpaid
Which family does groceries precipitate nether?,category_map
Appearance my approaching bill payments,bill_get_upcoming
Can you say me all my budget amounts?,budget_get_all
List my paid bills this week,bill_get_paid
What ’ s my investiture trend this year?,investment_get_trend
What ’ s my total expending this month?,get_total_expenses
Which family for infrastructure?,investment_category_map
My unpaid bills summary?,get_unpaid_bills
Show my full spending for May,expense_get_total
Differentiate me my average monthly spending,expense_get_average
Mapping haircut to a category,category_map
Can you show my fair rental income?,income_get_average_by_category
Create a class for traveling,category_add
What be my amateur bills?,get_unpaid_bills
Leaning my due bank bill,get_unpaid_bills
Record ₹3000 for investments,income_add
Lean my bills imputable this month,get_upcoming_bills
What be my income category choice?,income_category_get_list
Did I make a dine out budget?,budget_check_exists
Tell me my bills due in Crataegus oxycantha,bill_get_upcoming
What ’ s my most expensive class?,expense_get_max
Tell me my largest outgo amount,expense_get_max
Tell me my grocery expenditure pattern,expense_get_trend_by_category
Update my exile budget to ₹ 700,budget_update
Change my drug user name to something newfangled,profile_update_name
Record ₹5500 for peer-to-peer lending,investment_add
Tell me my investment type choices,investment_category_get_list
Tell me my profile identity,profile_get_info
Mapping cable bill to a family,category_map
Update my net profit in my account,profile_update_income
Separate me my average utility spending,expense_get_average_by_category
What ’ second my entertainment outlay?,expense_get_by_category
Show my spectacular bill list,bill_get_unpaid
Set up a Bonus income category,income_category_add
Change my profile ’ s delivery amount,profile_update_savings
Tell maine my galvanic bill due date,bill_get_electricity_due
Recount pine tree state my freelance income pattern,income_get_trend_by_category
What ’ s my median salary income?,income_get_average_by_category
Appearance my average grocery expense,expense_get_average_by_category
My entire earnings this calendar month?,get_total_income
How much of my food budget personify left?,budget_check_remaining
Display my rent disbursal trends,expense_get_trend_by_category
Can I use Pets as a category?,category_check
What budgets did 1 ready this twelvemonth?,budget_get_by_date
Tell maine my disbursement last month,expense_get_by_date
Display my median freelance income,income_get_average_by_category
Tell me my medium monthly income,income_get_average
Add 500 for article of clothing,add_expense
Show my biggest investment this twelvemonth,investment_get_max
What ’ s my profile picture look comparable?,profile_get_image
Tell pine tree state my mercenary income pattern,income_get_trend_by_category
Can you set my cable bill as paid?,bill_update_status
What ’ s my visibility pic?,profile_get_image
Is Nutrient a valid family?,category_check
Is Cryptocurrency a valid class?,investment_category_check
Tell pine tree state my disbursement pattern,expense_get_trend
Which category for hedge fund?,investment_category_map
Can you meet euphony?,unknown
Secernate pine tree state my average investment income,income_get_average_by_category
Add 500 rupees for groceries,add_expense
Update my water bill to pay,bill_update_status
Make a family for travel,category_add
Tell me my spending summary for this month,get_total_spent
Tell me my freelance income normal,income_get_trend_by_category
Tell me my average utility disbursal,expense_get_average_by_category
Which category for car loan?,category_map
Spent ₹ 400 on gymnasium membership,expense_add
Logarithm ₹ 1000 for travel,add_expense
Display my electricity due date,get_electricity_due
Display my investment result,get_profit_loss
Tell me my investing income,income_get_by_category
When is my electrical energy bill referable?,get_electricity_due
What ’ s the class for passive income?,income_category_map
Set a raw income for my visibility,profile_update_income
Can you list my investment eccentric option?,investment_category_get_list
What ’ s my spending trend this calendar month?,expense_get_trend
Throne you update my savings in my profile?,profile_update_savings
List my investments from last calendar month,investment_get_by_date
Posterior you show my paid bill chronicle?,bill_get_paid
Coiffure a new deliverance amount for my profile,profile_update_savings
Can you make a Dividends income class?,income_category_add
Can you show my ETF investments?,investment_get_by_category
What ’ s my user ’ atomic number 16 slug?,profile_get_slug
Show my visibility avatar please,profile_get_image
Create a ₹ 300 net bill due on May 15,bill_add
What did 1 expend this calendar month?,get_total_spent
What income do Unity have yesterday?,income_get_by_date
What is my name?,get_name
Tell pine tree state my food market spending pattern,expense_get_trend_by_category
Add ₹ 2500 for incentive,income_add
Change my profile ’ s income sum,profile_update_income
What ’ s the best movie?,unknown
Can you show my profile photo?,get_profile_pic
Entire income for this calendar month,get_total_income
Tell maine my outgo total,get_total_spent
What ’ s my to the highest degree lucrative income category?,income_get_max
What ’ s my savings balance in my visibility?,profile_get_savings
List my spending types,get_expense_categories
Potty you show up my rent expenses this calendar month?,expense_get_by_category_date
Demonstrate maine every income category,income_category_get_list
Tell maine about my outstanding bills,get_unpaid_bills
Show my entire income for May,income_get_total
What ’ s my median food expenditure?,expense_get_average_by_category
Terminate you shew my spending average?,expense_get_average
How much hard cash act I earn this calendar month?,get_total_income
Does Groceries count as a category?,category_check
Create a Private Equity investment category,investment_category_add
What ’ s the category for passive income?,income_category_map
Tell pine tree state my intermediate monthly income,income_get_average
Heel my salient payments,get_unpaid_bills
What ’ s my monthly spending trend?,expense_get_trend
Record ₹ 700 for healthcare visit,expense_add
What be my stock investment?,investment_get_by_category
Show my pay bills summary,bill_get_paid
Can you demonstrate my paid utility bills?,bill_get_paid
How ’ s my investiture performance?,get_profit_loss
Show my profile ’ s savings amount of money,profile_get_savings
Tell me who I am,get_name
Can you tell me every income category?,income_category_get_list
Tell me my james bond investment trend,investment_get_trend_by_category
Number my gains and losses,get_profit_loss
Tell maine my investment funds income,income_get_by_category
Set a young savings measure for my profile,profile_update_savings
Add a ₹500 budget for home maintenance,budget_add
What defrayment be pending?,get_unpaid_bills
What ’ southward my entertainment spending net week?,expense_get_by_category_date
Tell me my investiture income,income_get_by_category
Electricity bill particular,get_electricity_due
Tell me if my subscription bill cost paid,bill_check_status
Can you list every investing category Ane can use?,investment_category_get_list
Can you show my dividend income?,income_get_by_category
Show my inactive income,income_get_by_category
Show my average expenses this twelvemonth,expense_get_average
Tell maine the figure on my invoice,get_name
Fanny you show my budget for coffee?,budget_get
Has my gas beak been pay?,bill_check_status
Can you check my electric bill due?,bill_get_electricity_due
What cost my income classifications?,income_category_get_list
Evidence pine tree state my income type classifications,income_category_get_list
Lean my outlay types,get_expense_categories
Appearance my income style for this twelvemonth,income_get_trend
What ’ s my fair outlay per month?,expense_get_average
Add ₹ 3000 for sake,income_add
Is Grants an income category?,income_category_check
Can you record my income average?,income_get_average
Spent ₹ five hundred on clothing,expense_add
What ’ s the cycle for my car loanword bank note?,bill_get_cycle
What ’ s my cryptocurrency investing returns?,investment_get_performance
Log ₹ 2000 for freelancer piece of work,income_add
What ’ s my budget for transportation?,budget_get
What budget did I rig this yr?,budget_get_by_date
My total disbursement this month?,get_total_expenses
My investment loss delight,get_profit_loss
Change my food market budget to ₹ 400,budget_update
What ’ s my substantial acres investiture trend?,investment_get_trend_by_category
Can you list my entire disbursal?,get_total_spent
Show my forthcoming bill defrayment,bill_get_upcoming
What income family make up stipends?,income_category_map
Which class for a restaurant broadside?,category_map
Contribute a category for hobby,category_add
My profile picture?,get_profile_pic
Attention deficit hyperactivity disorder ₹ 4500 for award,income_add
Say me my intellectual nourishment spending this calendar month,get_food_expense
Tin can you show my hedge stock investments?,investment_get_by_category
Add a ₹ k income for consulting,income_add
Show my full bill due this calendar month,bill_get_total
Can you show my mutual fund investment trends?,investment_get_trend_by_category
Can you show my exchange traded fund personnel casualty?,investment_get_loss
What ’ s my consumption this month?,expense_get_total
Tell me my income and savings balance,get_income_savings
Can you tell me all my budget amounts?,budget_get_all
Set a young income for my visibility,profile_update_income
Can you point my pending bills?,bill_get_unpaid
Can you shew my spending norm?,expense_get_average
Can you code in Python?,unknown
Prat you show my income norm?,income_get_average
Distinguish me my full disbursal summary,get_total_expenses
Exercise 1 have a personal fear budget?,budget_check_exists
What ’ s the cps for my phone bill?,bill_get_cycle
Can you prove my dine out budget?,budget_get
Mark off if I fix an entertainment budget,budget_check_exists
Can I use Pensions as an income category?,income_category_check
Tell pine tree state my bills due in Crataegus laevigata,bill_get_upcoming
Show pine tree state every budget Unity have,budget_get_all
Show my income category list,income_category_get_list
Can you correct a ₹ 200 budget for personal care?,budget_add
Tell me my entire monthly expenses,get_total_expenses
Record ₹ 4000 for real estate,investment_add
What did I spend on transportation?,expense_get_by_category
What’s my total expenditure this month?,get_total_expenses
Show my salary origin,get_income_sources
My forthcoming bills delight,get_upcoming_bills
Can you evince my ETF investments?,investment_get_by_category
Check if Subscription is a class,category_check
Cost Entertainment an expense class?,category_check
Lav I upload a new profile exposure?,profile_update_image
Department of energy Cashback numeration as an income family?,income_category_check
Show my near profitable investment category,investment_get_max_profit
Spent ₹ 700 for subscriptions,expense_add
Enjoin pine tree state my savings from my account,profile_get_savings
What ’ s my utilities spending vogue?,expense_get_trend_by_category
Display my commodities investing losses,investment_get_loss
Set a unexampled savings amount for my profile,profile_update_savings
Distinguish maine my profit and loss details,get_profit_loss
Localize a new figure for my profile,profile_update_name
Show my electrical energy bill point,bill_get_electricity_due
What income categories can I use?,income_category_get_list
Phonograph recording ₹ 800 for snag payment,add_expense
Map precious metals to an investment category,investment_category_map
What ' s my full spending this month?,get_total_spent
What ’ s my saving equilibrium in my profile?,profile_get_savings
List my expenses from final week,get_weekly_expenses
Add together a ₹ one hundred fifty subscription bill due annually,bill_add
Can you display my user picture?,get_profile_pic
Can you establish my top profit investiture?,investment_get_max_profit
Can you change my visibility name?,profile_update_name
Tell pine tree state my largest income sum,income_get_max
What category be clothing?,category_map
Pot you register my personal caution budget left?,budget_check_remaining
Tell me my investments last calendar month,investment_get_by_date
Set up an Awards income category,income_category_add
Show my income sum up for this month,get_total_income
Change my user figure to something raw,profile_update_name
Display my outstanding bill list,bill_get_unpaid
Map alimony to an income category,income_category_map
What ’ s the category for derivative?,investment_category_map
Severalise me my remaining entertainment budget,budget_check_remaining
Add ₹ 4000 to good,investment_add
How much be my disbursal this month?,get_total_spent
Record me what my avatar flavour like,get_profile_pic
List my forthcoming payments,get_upcoming_bills
What’s my savings and income balance?,get_income_savings
Which category for hedging funds?,investment_category_map
Tell maine my pay and savings total,profile_get_income_savings
Last week’s spending details,get_weekly_expenses
Add a category for home fixing,category_add
Show my freelance lucre for final month,income_get_by_category_date
Appearance my income category list,income_category_get_list
Can you show my income origins?,get_income_sources
Change my visibility ’ s savings amount,profile_update_savings
What ’ s my highest investing this month?,investment_get_max
Does Shopping count as a category?,category_check
Concluding week ' s expense,get_weekly_expenses
Picture the status of my water neb,bill_check_status
Show my profile ’ s savings sum of money,profile_get_savings
Display my upcoming bill payments,bill_get_upcoming
Can you prove my income origin?,get_income_sources
Wrench up my profile pic,get_profile_pic
Can you depict my ordinary rental income?,income_get_average_by_category
Can One edit my visibility ’ s public figure?,profile_update_name
Tilt my income categories delight,income_category_get_list
Display my expense swerve for this year,expense_get_trend
Tell me my earnings for this year,income_get_by_date
Set my subscription bill as paid,bill_update_status
Designate me the replete list of class,category_get_list
Modification my visibility ’ s savings amount,profile_update_savings
Phonograph recording ₹ 400 for amusement,expense_add
Can Ane use Bonuses as an income class?,income_category_check
Pot you create a Dividend income category?,income_category_add
Keister you name my spending totality?,expense_get_total
What investments did I make this month?,investment_get_by_date
What budget fare I set this class?,budget_get_by_date
Backside 1 upload a young profile pic?,profile_update_image
My electric bill due?,get_electricity_due
Localize a new name for my visibility,profile_update_name
Show my monthly earnings and savings,get_income_savings
List my budgets make this month,budget_get_by_date
Show my recreational utilities peak,bill_get_unpaid
Map peer - to - compeer loaning to an investment class,investment_category_map
Say me my income from my profile,profile_get_income
Can you testify my total taxation?,income_get_total
Appearance my handsome investment this year,investment_get_max
Delay if Infrastructure is an investing category?,investment_category_check
Let maine view my profile image,get_profile_pic
Tell me my bonus income utmost year,income_get_by_category_date
Canful I edit my profile ’ s gens?,profile_update_name
Moderate if my rent bill exist pay,bill_check_status
What ’ s my average disbursement per month?,expense_get_average
Can you coif a budget for travel?,budget_add
Severalise me my total disbursal details,get_total_expenses
Spent ₹ 300 on utilities,expense_add
Stern you set a budget for travel?,budget_add
Tell me my disbursement pattern,expense_get_trend
Log ₹150 for coffee,expense_add
Who ’ south logged in?,get_name
Ascertain if ETFs be an investment category?,investment_category_check
Show my unpaid bill inclination,get_unpaid_bills
Can you convert my visibility public figure?,profile_update_name
What be my full expenses this calendar month?,get_total_expenses
Set a new nest egg amount for my profile,profile_update_savings
Exist there a grocery budget lay out?,budget_check_exists
My electricity bill status?,get_electricity_due
What ’ s my total spent sum of money?,get_total_spent
Update my salary in my account,profile_update_income
Tell me my grocery outgo approach pattern,expense_get_trend_by_category
Display my disbursal trends for food,expense_get_trend_by_category
Does Private Fairness tally as an investiture category?,investment_category_check
Show my future bill payment,get_upcoming_bills
Leaning all my income source categories,income_category_get_list
Can you list my income amount?,income_get_total
Tell me my spending last month,expense_get_by_date
Update my net income in my invoice,profile_update_income
Bum you show my health care budget?,budget_get
Can you summarize my income and savings?,get_income_savings
Log ₹ 150 for coffee bean,expense_add
Give the sack you show my top profit investments?,investment_get_max_profit
Map personal charge to a category,category_map
What class be netflix?,category_map
Add a ₹ 500 electrical energy visor due next calendar week,bill_add
Tell me my entire budget across all categories,budget_get_total
My expenses from last hebdomad?,get_weekly_expenses
Can I use Education as a category?,category_check
Tell me my tangible estate investment funds gains,investment_get_profit
Can you show my personal care budget left?,budget_check_remaining
List my bills referable shortly,bill_get_upcoming
Give the axe you show my exchange traded fund losses?,investment_get_loss
Can you display my profile pic?,profile_get_image
Lean my income for this week,income_get_by_date
My outstanding bills?,get_unpaid_bills
Tot a Salary income category,income_category_add
Tell pine tree state my electric bill ascribable particular date,bill_get_electricity_due
Show me my expense classifications,get_expense_categories
What did I spend this month?,get_total_spent
Appearance my total investing summary,investment_get_total
Map personal care to a family,category_map
My investment funds list?,get_investments
How much on intellectual nourishment this calendar month?,get_food_expense
What ’ s my saving and income balance?,get_income_savings
What ’ s the referable date for my major power bill?,bill_get_electricity_due
Can you check my electric throwaway imputable?,bill_get_electricity_due
My investments summary?,get_investments
Assure maine my average investment income,income_get_average_by_category
Can you tell me every expense category?,category_get_list
Create a ₹ 300 internet poster ascribable on Whitethorn 15,bill_add
Can you show my dining out expenses?,expense_get_by_category
State me my investment income this year,income_get_by_category_date
Tell me my precious metals loss,investment_get_loss
What ’ s left in my public utility company budget?,budget_check_remaining
Update my earnings in my account,profile_update_income
Set a novel figure for my profile,profile_update_name
Tell me my largest investment quantity,investment_get_max
Pot you modify my profile figure?,profile_update_name
Tell apart maine the billing round for my rent bill,bill_get_cycle
Supply a category for home repairs,category_add
Display my income trends for salary,income_get_trend_by_category
Say me my bond paper investment trends,investment_get_trend_by_category
What ’ s my account ’ s savings equipoise?,profile_get_savings
Toilet you narrate me about my earnings and savings?,get_income_savings
Do I have a utilities budget?,budget_check_exists
What ’ s my wear budget?,budget_get
What ’ s my highest investing this calendar month?,investment_get_max
Track ₹150 on snacks,add_expense
What ’ s my venture uppercase performance?,investment_get_performance
Check if Hobby is a category,category_check
Contribute a shopping family please,category_add
Is Charity an disbursal class?,category_check
Show bill due this workweek,bill_get_upcoming
Tell me my largest spending amount,expense_get_max
What ’ s the family for derivatives?,investment_category_map
Is Rental Income a valid category?,income_category_check
Can you tell me all my budget sum of money?,budget_get_all
Can you show my spending from concluding month?,expense_get_by_date
Make a Cashback income family,income_category_add
Secern me my salary and deliverance total,profile_get_income_savings
Tell pine tree state astir my money and savings,get_income_savings
Mapping awards to an income family,income_category_map
Ensure if Collectibles be an investment funds category?,investment_category_check
What ’ sulfur my full bill total this month?,bill_get_total
Change my foodstuff budget to ₹ 400,budget_update
Show my childcare budget,budget_get
When’s my electricity payment?,get_electricity_due
Tell me my cherished metals loss,investment_get_loss
Display my spending from lowest week,get_weekly_expenses
Can you list my top incomes?,income_get_max
Show my median dividends income,income_get_average_by_category
Tin you change my profile gens?,profile_update_name
Set my personal care budget to ₹ 300,budget_update
How much behave Atomic number 53 spend overall?,get_total_expenses
What’s my slug in my profile?,profile_get_slug
Which class for commissions?,income_category_map
List my current investments,get_investments
What category embody food?,category_map
What ’ s my mutual fund net profit?,investment_get_profit
What ’ second my entire budget for this month?,budget_get_total
Is my car loanword beak pay up?,bill_check_status
Say me my heavy spending amount,expense_get_max
Make a ₹ thousand budget for utilities,budget_add
List my disbursement totals,expense_get_total
Check if I set a health care budget,budget_check_exists
Department of energy Health care counting as a category?,category_check
Can I use Veridical Land as an investing category?,investment_category_check
Show my commodities investment gains,investment_get_profit
What perform I spend on dot?,expense_get_by_category
What ’ s my highest income this calendar month?,income_get_max
List my banknote amount for this month,bill_get_total
Tell me my mellow lucre investment,investment_get_max_profit
Be Angel Place an investment family?,investment_category_check
Record ₹ 800 for snag defrayal,add_expense
What card live due this calendar month?,bill_get_upcoming
What’s the category for commodities?,investment_category_map
Add ₹300 for internet,expense_add
Listing my income for this Mon,income_get_by_date
What’s my income and savings combined?,profile_get_income_savings
Tell pine tree state the sum of my bill,bill_get_total
Can you lean my outgo total?,expense_get_total
