text,intent
My total spending please,get_total_spent
What did I spend this month?,get_total_spent
Show my expenditure for this month,get_total_spent
How much did I spend in total?,get_total_spent
Monthly spending details,get_total_spent
What’s my total spent amount?,get_total_spent
Tell me my spending total,get_total_spent
What were my expenses last week?,get_weekly_expenses
Show my spending from last week,get_weekly_expenses
Tell me about my expenses last week,get_weekly_expenses
Last week's expenses,get_weekly_expenses
My spending last week?,get_weekly_expenses
List my expenses from last week,get_weekly_expenses
What did I spend last week?,get_weekly_expenses
Show my weekly spending,get_weekly_expenses
Tell me my expenses for last week,get_weekly_expenses
Last week’s spending details,get_weekly_expenses
How much did I spend last week?,get_weekly_expenses
Show my expenses from the past week,get_weekly_expenses
My weekly expenses please,get_weekly_expenses
What was my spending last week?,get_weekly_expenses
Tell me about last week’s expenses,get_weekly_expenses
List my spending for the last week,get_weekly_expenses
Weekly expense summary,get_weekly_expenses
My expenses from last week?,get_weekly_expenses
What are my unpaid bills?,get_unpaid_bills
Show my outstanding bills,get_unpaid_bills
Tell me about unpaid bills,get_unpaid_bills
List my unpaid bills,get_unpaid_bills
Which bills are unpaid?,get_unpaid_bills
My unpaid bills please,get_unpaid_bills
What bills haven’t I paid?,get_unpaid_bills
Show my pending bills,get_unpaid_bills
Tell me about my outstanding bills,get_unpaid_bills
List bills I need to pay,get_unpaid_bills
My unpaid bill details,get_unpaid_bills
Which bills are still due?,get_unpaid_bills
Show my unpaid bill list,get_unpaid_bills
Tell me my unpaid bill status,get_unpaid_bills
What’s pending for payment?,get_unpaid_bills
List my due bills,get_unpaid_bills
My outstanding bills?,get_unpaid_bills
Show bills not paid yet,get_unpaid_bills
What are my upcoming bills?,get_upcoming_bills
Show my bills due soon,get_upcoming_bills
Tell me about my upcoming bills,get_upcoming_bills
List my future bills,get_upcoming_bills
Which bills are due?,get_upcoming_bills
My upcoming bills please,get_upcoming_bills
What bills are coming up?,get_upcoming_bills
Show my future bill payments,get_upcoming_bills
Tell me about bills due soon,get_upcoming_bills
List my bills for the future,get_upcoming_bills
My due bills?,get_upcoming_bills
Which bills are due next?,get_upcoming_bills
Show my upcoming bill list,get_upcoming_bills
Tell me my bills due this month,get_upcoming_bills
What’s due soon?,get_upcoming_bills
List my upcoming payments,get_upcoming_bills
My bills due soon?,get_upcoming_bills
Show bills coming up,get_upcoming_bills
When is my electricity bill due?,get_electricity_due
Tell me about my electricity bill,get_electricity_due
Show my electricity bill due date,get_electricity_due
Electricity bill due?,get_electricity_due
My electricity bill due date,get_electricity_due
What's my electricity bill?,get_electricity_due
When do I pay my electricity bill?,get_electricity_due
Show my electric bill due date,get_electricity_due
Tell me my electricity bill due date,get_electricity_due
Electricity bill payment date?,get_electricity_due
My electric bill due?,get_electricity_due
What’s the due date for electricity?,get_electricity_due
Show my electricity due date,get_electricity_due
Tell me when my electric bill is due,get_electricity_due
Electricity bill details,get_electricity_due
When’s my electricity payment?,get_electricity_due
My electricity bill status?,get_electricity_due
Show my electric bill info,get_electricity_due
Show me my investments,get_investments
List my investments,get_investments
What are my investments?,get_investments
Tell me about my investments,get_investments
My investments please,get_investments
Show my investment details,get_investments
What investments do I have?,get_investments
Show my investment portfolio,get_investments
Tell me my investment summary,get_investments
List my investment types,get_investments
My investment list?,get_investments
Can you show my investments?,get_investments
What’s in my investment account?,get_investments
Show my investment holdings,get_investments
Tell me about my investment assets,get_investments
My investments summary?,get_investments
List my investment details,get_investments
Show my investment overview,get_investments
How much profit or loss did I make?,get_profit_loss
Tell me about my investment profits,get_profit_loss
Show my investment losses,get_profit_loss
My profit and loss?,get_profit_loss
Investment gains and losses,get_profit_loss
What's my profit or loss?,get_profit_loss
How much did I gain or lose?,get_profit_loss
Show my investment performance,get_profit_loss
Tell me my profit and loss details,get_profit_loss
What’s my investment profit?,get_profit_loss
My investment losses please,get_profit_loss
Can you show my gains and losses?,get_profit_loss
What did I earn or lose?,get_profit_loss
Show my profit/loss summary,get_profit_loss
Tell me about my investment returns,get_profit_loss
My investment profit or loss?,get_profit_loss
List my gains and losses,get_profit_loss
Show my investment results,get_profit_loss
What are my expense categories?,get_expense_categories
Show my spending categories,get_expense_categories
Tell me about my expense types,get_expense_categories
List my expense categories,get_expense_categories
My spending categories?,get_expense_categories
Categories for my expenses,get_expense_categories
What types of expenses do I have?,get_expense_categories
Show my expense types,get_expense_categories
Tell me my spending category list,get_expense_categories
List my spending types,get_expense_categories
My expense category list?,get_expense_categories
Can you show my expense categories?,get_expense_categories
What are my spending groups?,get_expense_categories
Show my expense category details,get_expense_categories
Tell me about my expense classifications,get_expense_categories
My expense types please,get_expense_categories
List my expense groups,get_expense_categories
Show my spending classifications,get_expense_categories
What are my total expenses this month?,get_total_expenses
Tell me my total monthly expenses,get_total_expenses
Total expenses for this month,get_total_expenses
My total spending this month?,get_total_expenses
Show my total monthly spending,get_total_expenses
What’s my total spending this month?,get_total_expenses
How much was my total expenditure?,get_total_expenses
Tell me about my total expenses,get_total_expenses
Total monthly spending details,get_total_expenses
Can you show my total expenses?,get_total_expenses
My total expenses please,get_total_expenses
What did I spend in total this month?,get_total_expenses
Show my total spending summary,get_total_expenses
How much did I spend overall?,get_total_expenses
Monthly expense summary,get_total_expenses
What’s my total expense amount?,get_total_expenses
Tell me my total spending details,get_total_expenses
I spent ₹500 on groceries,add_expense
Add ₹200 for food,add_expense
Record ₹1000 on transportation,add_expense
Spent ₹300 on utilities,add_expense
Add an expense of ₹150 for dining out,add_expense
Log ₹400 for entertainment,add_expense
Record an expense of ₹600 on rent,add_expense
Add 500 rupees for groceries,add_expense
Spent 1000 on shopping,add_expense
Log ₹200 for gas,add_expense
Add ₹750 for electricity,add_expense
Record 300 rupees for internet,add_expense
Spent ₹400 on movies,add_expense
Add an expense of 200 for coffee,add_expense
Log ₹1000 for travel,add_expense
Add 500 for clothing,add_expense
Spent ₹250 on books,add_expense
Record ₹800 for rent payment,add_expense
Hello there,unknown
How's the weather?,unknown
What's up?,unknown
Tell me a joke,unknown
I need help,unknown
Random question,unknown
What’s the time?,unknown
Can you sing a song?,unknown
Tell me about AI,unknown
Who’s the president?,unknown
What’s today’s news?,unknown
How’s the stock market?,unknown
Can you play music?,unknown
What’s the date?,unknown
Tell me a story,unknown
What’s on TV?,unknown
How’s my horoscope?,unknown
Can you do math?,unknown
What’s the capital of France?,unknown
Who’s the user of this account?,get_name
What’s my registered name?,get_name
Tell me the name on my account,get_name
Can you reveal my username?,get_name
What’s my account holder name?,get_name
Show the name tied to my profile,get_name
My login name please?,get_name
Pull up my profile photo,get_profile_pic
Can you display my user pic?,get_profile_pic
Show me what my avatar looks like,get_profile_pic
What image is on my profile?,get_profile_pic
Let me view my profile image,get_profile_pic
Display my account picture,get_profile_pic
What’s my savings and income balance?,get_income_savings
Show me how much I earn and save monthly,get_income_savings
Tell me my earnings and savings breakdown,get_income_savings
What’s my income vs savings?,get_income_savings
Can you summarize my income and savings?,get_income_savings
How much am I earning and saving?,get_income_savings
My total earnings this month?,get_total_income
What’s the income I made this month?,get_total_income
Show my monthly income breakdown,get_total_income
How much cash did I earn this month?,get_total_income
Tell me my income for this month please,get_total_income
What’s my monthly revenue?,get_total_income
What sources fund my income?,get_income_sources
Show the streams of my earnings,get_income_sources
Tell me how I earn my money,get_income_sources
List the sources of my revenue,get_income_sources
Where’s my cash coming from?,get_income_sources
Can you show my income origins?,get_income_sources
What’s my grocery spending this month?,get_food_expense
How much went to food and dining?,get_food_expense
Show my food-related expenses,get_food_expense
Tell me how much I spent on meals,get_food_expense
What’s my dining budget this month?,get_food_expense
Food and drink expenses please,get_food_expense
What’s my spending total for this month?,get_total_spent
Show me all my expenses this month,get_total_spent
How much have I spent so far?,get_total_spent
Tell me my spending summary for this month,get_total_spent
What’s my monthly expenditure total?,get_total_spent
Can you list my total spending?,get_total_spent
Show my expenses from the past 7 days,get_weekly_expenses
Tell me my weekly expense breakdown,get_weekly_expenses
List my spending for last week please,get_weekly_expenses
What’s my last week’s expenditure?,get_weekly_expenses
Which bills are still unpaid?,get_unpaid_bills
Show me bills I haven’t paid,get_unpaid_bills
List my outstanding payments,get_unpaid_bills
Tell me about bills I owe,get_unpaid_bills
What payments are pending?,get_unpaid_bills
My unpaid bills summary?,get_unpaid_bills
What bills are due soon?,get_upcoming_bills
Show my next bill payments,get_upcoming_bills
Tell me about bills coming up,get_upcoming_bills
List my bills due this month,get_upcoming_bills
Which payments are due next?,get_upcoming_bills
Can you show upcoming bills?,get_upcoming_bills
When’s my electric bill due?,get_electricity_due
Show the due date for my electricity bill,get_electricity_due
Tell me when my power bill is due,get_electricity_due
What’s my electricity payment date?,get_electricity_due
Can you check my electric bill due date?,get_electricity_due
Electricity bill due date please,get_electricity_due
What stocks or funds do I own?,get_investments
Show my investment accounts,get_investments
Tell me about my investment holdings,get_investments
List my current investments,get_investments
Can you display my investment portfolio?,get_investments
What’s in my investment list?,get_investments
How’s my investment performance?,get_profit_loss
Show me my gains or losses,get_profit_loss
Tell me my investment returns,get_profit_loss
What’s my profit/loss balance?,get_profit_loss
Can you summarize my investment profits?,get_profit_loss
List my investment gains and losses,get_profit_loss
What categories do my expenses fall under?,get_expense_categories
Show me my expense classifications,get_expense_categories
Tell me the types of my spending,get_expense_categories
List my spending category types,get_expense_categories
Can you show my expense groups?,get_expense_categories
What are my expense type categories?,get_expense_categories
What’s my total expenditure this month?,get_total_expenses
Show my complete spending this month,get_total_expenses
Tell me my full expense summary,get_total_expenses
How much have I spent overall this month?,get_total_expenses
Can you list my total monthly expenses?,get_total_expenses
What’s my expense total for this month?,get_total_expenses
Paid ₹300 for gym membership,add_expense
Track ₹150 on snacks,add_expense
Add $50 for food,add_expense
Spent ₹700 on healthcare,add_expense
Log 400 rupees for subscriptions,add_expense
Record ₹200 for taxi,add_expense
What’s my favorite color?,unknown
Can you code in Python?,unknown
Tell me about the moon,unknown
What’s the best movie?,unknown
How do I cook pasta?,unknown
What’s my lucky number?,unknown
What’s the name tied to my profile?,profile_get_info
Can you show my account name?,profile_get_info
What’s my registered username?,profile_get_info
Tell me the name on my profile,profile_get_info
What’s my profile’s full name?,profile_get_info
Who’s this profile for?,profile_get_info
Show my user name please,profile_get_info
What name is linked to my account?,profile_get_info
Can you tell me my profile name?,profile_get_info
Gimme my account name,profile_get_info
What’s my login name?,profile_get_info
Who am I logged in as?,profile_get_info
Show the name on my user profile,profile_get_info
What’s my account’s name?,profile_get_info
Tell me my profile identity,profile_get_info
What’s the name associated with my user?,profile_get_info
Can you reveal my profile name?,profile_get_info
Show me my user picture,profile_get_image
Can you display my profile pic?,profile_get_image
What’s my avatar image?,profile_get_image
Let me see my account image,profile_get_image
Show my profile avatar please,profile_get_image
Can you show my user photo?,profile_get_image
What’s my profile picture look like?,profile_get_image
Show me my account pic,profile_get_image
Can I see my profile photo?,profile_get_image
What’s my user image?,profile_get_image
Show my profile image please,profile_get_image
What’s my profile’s photo?,profile_get_image
How much is my income in my profile?,profile_get_income
What’s my monthly income recorded?,profile_get_income
Show my profile’s income details,profile_get_income
Tell me my income from my profile,profile_get_income
What’s my earnings in my account?,profile_get_income
Can you show my profile income?,profile_get_income
How much do I earn per my profile?,profile_get_income
What’s my income listed in my profile?,profile_get_income
Show my user income,profile_get_income
Tell me about my profile’s income,profile_get_income
What’s my account’s income?,profile_get_income
Can you tell me my income amount?,profile_get_income
What’s my savings balance in my profile?,profile_get_savings
Show my profile’s savings amount,profile_get_savings
How much have I saved per my profile?,profile_get_savings
Tell me my savings from my account,profile_get_savings
What’s my savings in my profile?,profile_get_savings
Can you show my profile savings?,profile_get_savings
How much is saved in my account?,profile_get_savings
What’s my profile’s savings total?,profile_get_savings
Show my user savings,profile_get_savings
Tell me about my profile’s savings,profile_get_savings
What’s my account’s savings balance?,profile_get_savings
Can you tell me my savings amount?,profile_get_savings
What’s my income and savings combined?,profile_get_income_savings
Show my profile’s income and savings,profile_get_income_savings
Tell me my earnings and savings total,profile_get_income_savings
How much is my income plus savings?,profile_get_income_savings
What’s my profile’s financial summary?,profile_get_income_savings
Show my account’s income and savings,profile_get_income_savings
Tell me my profile’s money balance,profile_get_income_savings
What’s my user’s income and savings?,profile_get_income_savings
Can you show my earnings and savings?,profile_get_income_savings
What’s my slug in my profile?,profile_get_slug
Show my profile’s unique slug,profile_get_slug
Tell me my account’s slug,profile_get_slug
What’s the slug for my profile?,profile_get_slug
Can you display my profile slug?,profile_get_slug
What’s my user’s slug?,profile_get_slug
Show my account slug please,profile_get_slug
Tell me my profile’s slug value,profile_get_slug
Can you change my profile name?,profile_update_name
Update my account name please,profile_update_name
Can I edit my profile’s name?,profile_update_name
Change my user name to something new,profile_update_name
Set a new name for my profile,profile_update_name
Can you update my profile picture?,profile_update_image
Change my account photo please,profile_update_image
Can I upload a new profile pic?,profile_update_image
Set a new image for my profile,profile_update_image
Update my user avatar,profile_update_image
Can you update my income in my profile?,profile_update_income
Change my profile’s income amount,profile_update_income
Update my earnings in my account,profile_update_income
Set a new income for my profile,profile_update_income
Can you update my savings in my profile?,profile_update_savings
Change my profile’s savings amount,profile_update_savings
Update my savings in my account,profile_update_savings
Set a new savings amount for my profile,profile_update_savings
What expense categories do I have?,category_get_list
Show me all my spending categories,category_get_list
List my expense types please,category_get_list
Can you tell me my expense categories?,category_get_list
What are my spending classifications?,category_get_list
Show my category list,category_get_list
Tell me the types of expenses I track,category_get_list
What categories are in my account?,category_get_list
List all my expense categories,category_get_list
Can you show my spending groups?,category_get_list
What are my expense classifications?,category_get_list
Show me my expense type list,category_get_list
Tell me my spending category types,category_get_list
What’s my list of expense categories?,category_get_list
Can you display all categories?,category_get_list
List my tracked expense types,category_get_list
Show my expense category options,category_get_list
What categories can I use for expenses?,category_get_list
Is Food a valid category?,category_check
Does Groceries count as a category?,category_check
Can I use Utilities as a category?,category_check
Is Entertainment an expense category?,category_check
Check if Rent is a category,category_check
Is Transportation a valid category?,category_check
Does Healthcare count as a category?,category_check
Can I use Education as a category?,category_check
Is Insurance an expense category?,category_check
Check if Subscriptions is a category,category_check
Is Dining Out a valid category?,category_check
Does Personal Care count as a category?,category_check
Can I use Childcare as a category?,category_check
Is Debt Payments a category?,category_check
Check if Cloths & Accessories is a category,category_check
What category is food?,category_map
Which category does groceries fall under?,category_map
What’s the category for utilities?,category_map
Map entertainment to a category,category_map
What category is rent?,category_map
Which category for transportation?,category_map
What’s the category for healthcare?,category_map
Map education to a category,category_map
What category is insurance?,category_map
Which category for subscriptions?,category_map
What’s the category for dining out?,category_map
Map personal care to a category,category_map
What category is childcare?,category_map
Which category for debt payments?,category_map
What’s the category for clothes?,category_map
Can you map snacks to a category?,category_map
What category does gas fall under?,category_map
Map coffee to a category,category_map
What’s the category for taxi?,category_map
Which category for gym membership?,category_map
What category is netflix?,category_map
Map doctor visit to a category,category_map
What’s the category for bus fare?,category_map
Which category for movie tickets?,category_map
What category does internet bill fall under?,category_map
Map haircut to a category,category_map
What’s the category for school fees?,category_map
Which category for car loan?,category_map
What category is clothing?,category_map
Can you add a new category?,category_add
Create a category for travel,category_add
Add a shopping category please,category_add
Can I make a new expense category?,category_add
Set up a category for gifts,category_add
Add a category for home repairs,category_add
Create a new category for pets,category_add
Can you add a charity category?,category_add
Add a category for hobbies,category_add
Set up a category for vacations,category_add
What categories are available for expenses?,category_get_list
Show me the full list of categories,category_get_list
Tell me all expense category names,category_get_list
Can you list every category I can use?,category_get_list
What are all my expense types?,category_get_list
Show me every spending category,category_get_list
List all categories for expenses,category_get_list
Can you tell me every expense category?,category_get_list
What’s the complete category list?,category_get_list
Show all my expense classifications,category_get_list
What category would snacks be?,category_map
Which category for a restaurant bill?,category_map
What’s the category for electricity?,category_map
Map cable bill to a category,category_map
What category is a gym fee?,category_map
Which category for a phone bill?,category_map
What’s the category for a haircut?,category_map
Map tuition to a category,category_map
What category is a car payment?,category_map
Which category for a donation?,category_map
Can you check if Books is a category?,category_check
Is Travel a valid expense category?,category_check
Does Shopping count as a category?,category_check
Can I use Pets as a category?,category_check
Is Charity an expense category?,category_check
Check if Hobbies is a category,category_check
What’s my budget for food?,budget_get
Show my grocery budget,budget_get
Tell me my utilities budget,budget_get
What’s my entertainment budget?,budget_get
Can you show my rent budget?,budget_get
What’s my transportation budget?,budget_get
Show my healthcare budget,budget_get
Tell me my education budget,budget_get
What’s my subscriptions budget?,budget_get
Can you show my dining out budget?,budget_get
What’s my budget for personal care?,budget_get
Show my childcare budget,budget_get
Tell me my debt payments budget,budget_get
What’s my clothing budget?,budget_get
Can you show my budget for groceries?,budget_get
What’s my budget for utilities this month?,budget_get
Show my entertainment budget details,budget_get
Tell me my rent budget amount,budget_get
What’s my budget for transportation?,budget_get
Can you show my healthcare budget?,budget_get
What are all my budgets?,budget_get_all
Show me every budget I have,budget_get_all
List my budgets for all categories,budget_get_all
Can you tell me all my budget amounts?,budget_get_all
What’s my full budget list?,budget_get_all
Show my complete budget summary,budget_get_all
Tell me all my category budgets,budget_get_all
Can you list every budget I set?,budget_get_all
What’s my total budget across categories?,budget_get_all
Show all my budget details,budget_get_all
Set a budget of ₹500 for food,budget_add
Add a ₹300 budget for groceries,budget_add
Create a ₹1000 budget for utilities,budget_add
Set up a ₹400 budget for entertainment,budget_add
Add a ₹2000 budget for rent,budget_add
Can you set a ₹600 budget for transportation?,budget_add
Create a ₹700 budget for healthcare,budget_add
Set a ₹500 budget for subscriptions,budget_add
Add a ₹300 budget for dining out,budget_add
Can you set a ₹200 budget for personal care?,budget_add
Set a ₹1000 budget for childcare,budget_add
Add a ₹800 budget for debt payments,budget_add
Create a ₹400 budget for clothing,budget_add
Set up a ₹250 budget for gifts,budget_add
Add a ₹500 budget for home maintenance,budget_add
Can you set a budget for travel?,budget_add
Update my food budget to ₹600,budget_update
Change my grocery budget to ₹400,budget_update
Can you update my utilities budget to ₹1200?,budget_update
Adjust my entertainment budget to ₹500,budget_update
Set my rent budget to ₹2500,budget_update
Update my transportation budget to ₹700,budget_update
Change my healthcare budget to ₹800,budget_update
Can you adjust my subscriptions budget to ₹600?,budget_update
Update my dining out budget to ₹400,budget_update
Set my personal care budget to ₹300,budget_update
How much of my food budget is left?,budget_check_remaining
Show my remaining grocery budget,budget_check_remaining
What’s left in my utilities budget?,budget_check_remaining
Tell me my remaining entertainment budget,budget_check_remaining
Can you show my rent budget balance?,budget_check_remaining
What’s my transportation budget left?,budget_check_remaining
Show my healthcare budget remaining,budget_check_remaining
Tell me my subscriptions budget balance,budget_check_remaining
What’s left in my dining out budget?,budget_check_remaining
Can you show my personal care budget left?,budget_check_remaining
What’s my total budget for this month?,budget_get_total
Show my monthly budget summary,budget_get_total
Tell me my total budget across all categories,budget_get_total
Can you show my full budget for this month?,budget_get_total
What’s my overall budget amount?,budget_get_total
List my budgets created this month,budget_get_by_date
Show my budgets set this week,budget_get_by_date
Tell me my budgets from last month,budget_get_by_date
Can you list budgets created last week?,budget_get_by_date
What budgets did I set this year?,budget_get_by_date
Did I set a budget for food?,budget_check_exists
Is there a grocery budget set?,budget_check_exists
Do I have a utilities budget?,budget_check_exists
Check if I set an entertainment budget,budget_check_exists
Is a rent budget created?,budget_check_exists
Do I have a transportation budget?,budget_check_exists
Check if I set a healthcare budget,budget_check_exists
Is there a subscriptions budget?,budget_check_exists
Did I create a dining out budget?,budget_check_exists
Do I have a personal care budget?,budget_check_exists
What’s my budget for snacks?,budget_get
Show my budget for gym fees,budget_get
Tell me my budget for internet,budget_get
Can you show my budget for coffee?,budget_get
What’s my budget for taxi rides?,budget_get
What bills are due this month?,bill_get_upcoming
Show my upcoming bill payments,bill_get_upcoming
List my bills due soon,bill_get_upcoming
Which bills are due next week?,bill_get_upcoming
Can you show my next bill due?,bill_get_upcoming
What’s my next bill payment?,bill_get_upcoming
Show bills due this week,bill_get_upcoming
Tell me my bills due in May,bill_get_upcoming
List my upcoming electricity bills,bill_get_upcoming
Show my outstanding bill list,bill_get_unpaid
List my unpaid bills please,bill_get_unpaid
Can you show my pending bills?,bill_get_unpaid
What’s my unpaid bill total?,bill_get_unpaid
Show my unpaid utilities bills,bill_get_unpaid
Tell me my overdue bills,bill_get_unpaid
List my unpaid rent bills,bill_get_unpaid
When’s my electricity bill due?,bill_get_electricity_due
Can you check my electric bill due?,bill_get_electricity_due
When is my utilities bill due?,bill_get_electricity_due
Show my electricity bill details,bill_get_electricity_due
Tell me my electric bill due date,bill_get_electricity_due
What’s the due date for my power bill?,bill_get_electricity_due
Can you show my electricity due date?,bill_get_electricity_due
Add a ₹500 electricity bill due next week,bill_add
Create a ₹300 internet bill due on May 15,bill_add
Set up a ₹1000 rent bill due monthly,bill_add
Add a ₹200 phone bill due in 10 days,bill_add
Can you add a ₹400 cable bill due weekly?,bill_add
Record a ₹600 water bill due on May 20,bill_add
Add a ₹250 gas bill due bi-weekly,bill_add
Create a ₹700 insurance bill due quarterly,bill_add
Set up a ₹800 car loan bill due monthly,bill_add
Add a ₹150 subscription bill due annually,bill_add
What’s the status of my electricity bill?,bill_check_status
Is my internet bill paid?,bill_check_status
Check if my rent bill is paid,bill_check_status
Tell me if my phone bill is cleared,bill_check_status
Is my cable bill paid yet?,bill_check_status
Show the status of my water bill,bill_check_status
Has my gas bill been paid?,bill_check_status
Check my insurance bill status,bill_check_status
Is my car loan bill paid?,bill_check_status
Tell me if my subscription bill is paid,bill_check_status
What’s my total bill amount this month?,bill_get_total
Show my total bills due this month,bill_get_total
Tell me the sum of my bills,bill_get_total
Can you show my total bill payments?,bill_get_total
What’s my bill total for May?,bill_get_total
List my bill amounts for this month,bill_get_total
Show my bill summary for this month,bill_get_total
What’s my total unpaid bill amount?,bill_get_total
Can you list my bill totals?,bill_get_total
What’s the billing cycle for my electricity bill?,bill_get_cycle
Show the cycle for my internet bill,bill_get_cycle
Tell me the billing cycle for my rent bill,bill_get_cycle
What’s the cycle for my phone bill?,bill_get_cycle
Can you show my cable bill’s billing cycle?,bill_get_cycle
What’s the billing cycle for my water bill?,bill_get_cycle
Show the cycle for my gas bill,bill_get_cycle
Tell me my insurance bill’s billing cycle,bill_get_cycle
What’s the cycle for my car loan bill?,bill_get_cycle
Can you show my subscription bill’s cycle?,bill_get_cycle
Mark my electricity bill as paid,bill_update_status
Set my internet bill as paid,bill_update_status
Update my rent bill to paid,bill_update_status
Mark my phone bill as paid,bill_update_status
Can you set my cable bill as paid?,bill_update_status
Update my water bill to paid,bill_update_status
Set my gas bill as paid,bill_update_status
Mark my insurance bill as paid,bill_update_status
Update my car loan bill to paid,bill_update_status
Set my subscription bill as paid,bill_update_status
What bills did I pay this month?,bill_get_paid
Show my paid bills for May,bill_get_paid
List my paid bills this week,bill_get_paid
Tell me about bills I paid recently,bill_get_paid
Can you show my paid bill history?,bill_get_paid
What’s my paid bill total?,bill_get_paid
Show my paid bills summary,bill_get_paid
List my paid bill amounts,bill_get_paid
Tell me my paid bills for this month,bill_get_paid
Can you show my paid utilities bills?,bill_get_paid
What did I spend on food this month?,expense_get_by_category
Tell me my utilities spending,expense_get_by_category
What’s my entertainment spending?,expense_get_by_category
Can you show my rent expenses?,expense_get_by_category
What did I spend on transportation?,expense_get_by_category
Show my healthcare expenses,expense_get_by_category
Tell me my education spending,expense_get_by_category
What’s my subscriptions spending?,expense_get_by_category
Can you show my dining out expenses?,expense_get_by_category
Add ₹500 for groceries,expense_add
Log ₹1000 for transportation,expense_add
Record ₹400 for entertainment,expense_add
Add ₹2000 for rent,expense_add
Can you add ₹600 for healthcare?,expense_add
Spent ₹700 for subscriptions,expense_add
Log ₹300 for dining out,expense_add
Add ₹200 for personal care,expense_add
Record ₹1000 for childcare,expense_add
Show my monthly expense summary,expense_get_total
Tell me my total expenses,expense_get_total
Can you list my spending total?,expense_get_total
What’s my expenditure this month?,expense_get_total
Show my total spending for May,expense_get_total
List my expense totals,expense_get_total
What’s my monthly spending amount?,expense_get_total
Can you show my total expenditure?,expense_get_total
Tell me my spending sum,expense_get_total
Show my expenses from last week,expense_get_by_date
Tell me my spending last month,expense_get_by_date
List my expenses for this week,expense_get_by_date
Can you show my spending this month?,expense_get_by_date
What’s my expense history for May?,expense_get_by_date
